feature,value,set,chem_prop,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,tax_pdm,n_inducing,fold
.kernel.kernels[1].lengthscales.ToxPrint668,293.63806,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.ToxPrint675,309.81423,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.ToxPrint676,238.09727,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.ToxPrint677,16.70716,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.ToxPrint678,421.94385,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[1].lengthscales.ToxPrint691,328.47333,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[2].lengthscales.chem_mw,4.2453,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[2].lengthscales.chem_mp,5.00606,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[2].lengthscales.chem_ws,4.68025,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[2].lengthscales.chem_rdkit_clogp,5.60704,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_B,51.19728,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_C,167.9101,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_D,1.6679,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_H,181.55984,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_O,102.84561,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_P,6.7242,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_A,18.03084,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_B,126.68258,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_C,9.89115,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_D,9.6233,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_E,25.19212,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_M,19.62895,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MA,194.05327,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MC,2.78707,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MI,38.35611,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MN,52.40914,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MP,193.15188,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TA,3.8249,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TH,169.20403,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TN,187.89588,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TP,198.31811,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_ampv,414.30977,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_ampkap,399.80341,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_amppm,527.40301,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_lh_amd,16.21018,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.kernel.kernels[3].lengthscales.tax_lh_licm,304.08985,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,ToxPrint,molar,occurrence,none,100,trainvalid
.mean_function.c,0.97781,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[0].variance,17.57038,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].variance,3.99883,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].variance,6.85127,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].variance,71.76916,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.likelihood.variance,0.40317,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[0].lengthscales.result_conc1_type_F,8.96379,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[0].lengthscales.result_conc1_type_T,227.84488,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_NR,59.62189,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_R,3.01838,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_S,34.00676,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[0].lengthscales.test_media_type_SW,60.51586,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[0].lengthscales.result_obs_duration_mean,23.47116,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec000,34.85441,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec001,156.28458,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec002,43.43044,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec003,146.57873,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec004,173.77502,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec005,188.59006,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec006,144.36845,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec007,62.75158,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec008,123.88492,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec009,134.82612,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec010,202.08243,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec011,185.69227,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec012,6.88695,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec013,172.72202,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec014,29.97027,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec015,84.58166,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec016,225.23667,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec017,138.78029,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec018,143.12434,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec019,132.86397,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec020,200.93877,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec021,176.6459,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec022,15.16523,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec023,92.1846,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec024,165.41739,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec025,208.57028,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec026,14.28696,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec027,75.43147,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec028,240.76398,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec029,24.7408,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec030,139.55761,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec031,111.18127,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec032,143.41416,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec033,181.07088,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec034,205.29815,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec035,189.08873,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec036,10.97996,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec037,181.19758,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec038,2.63381,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec039,132.69405,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec040,176.34818,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec041,240.39852,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec042,209.22649,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec043,13.71648,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec044,129.87941,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec045,152.69623,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec046,151.5288,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec047,123.79941,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec048,135.86848,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec049,175.39312,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec050,139.1625,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec051,100.53693,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec052,15.32908,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec053,156.13154,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec054,172.20774,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec055,175.39033,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec056,151.51755,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec057,18.94755,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec058,138.76756,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec059,153.71743,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec060,145.39712,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec061,127.90964,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec062,128.86287,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec063,6.91217,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec064,173.19165,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec065,112.56497,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec066,5.0689,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec067,164.87966,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec068,177.19863,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec069,137.90188,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec070,38.98546,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec071,7.52499,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec072,86.91035,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec073,165.47157,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec074,10.49245,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec075,9.815,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec076,162.19988,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec077,139.31401,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec078,201.82061,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec079,199.85303,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec080,153.69749,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec081,133.76414,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec082,23.35928,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec083,5.43869,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec084,48.79771,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec085,117.73489,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec086,112.74079,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec087,201.19783,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec088,192.44816,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec089,180.95248,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec090,7.28123,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec091,159.79858,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec092,147.11571,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec093,128.72687,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec094,157.17962,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec095,135.76444,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec096,131.00678,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec097,41.11405,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec098,156.07385,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec099,190.82273,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec100,59.98547,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec101,189.62964,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
